url,id,тип объявления,регион,статус,тип_животного,окрас,порода,место события,дата_публикации,пол,возраст,описание,Длина_описания_в_словах,наличие_описания,есть_фото,количество_фото,количество_комментариев,дата пропажи,есть_контакты
https://pet911.ru/moskva/lost/cat/rl1069851,rl1069851,потерян,Moskva,в поиске,кошка,белый,Неизвестно,"улица Седова, 10 к2, Москва","вс, 14.09.2025",Мужской,Неизвестно,Белый с рыжим пятнышком на макушке,6,True,True,1,3,"сб, 13.09.2025",True
https://pet911.ru/moskovskaya-oblast/lost/dog/rl1071628,rl1071628,потерян,Moskovskaya Oblast,питомец найден,собака,черный,Неизвестно,Московская область,"ср, 17.09.2025",Женский,"5, год","Пропала , когда ехали домой. Район не знает, испугалась хлопка и убежала . На шее строгий ошейник, но умеет его снимать лапой, возможно уже без него. Окрас черный с белой грудкой , гладкошерстная, возраст 5 лет, кличка Соня. Приезжали искать ее , не нашли . Если кто то видел напишите , позвоните по номеру 89629039412 Юлия. Если удастся поймать придержать буду очень благодарна . Собака пугливая , совершенно не преспособленная к улице.",72,True,True,7,3,"сб, 13.09.2025",True
https://pet911.ru/moskva/lost/cat/rl1085400,rl1085400,потерян,Moskva,питомец найден,кошка,"пятнышка, рыжий",Неизвестно,"Братеевская улица, 27 к2, Москва","вс, 12.10.2025",Мужской,"6, месяц","Котёнок, 6 месяцев, рыжий, на носике что-то типа родимого пятнышка, на фото видно, откликается на имя Кекс. Не кастрирован ещё.",20,True,True,3,4,"чт, 09.10.2025",True
https://pet911.ru/khimki/lost/dog/rl1094135,rl1094135,потерян,Khimki,в поиске,собака,коричневый,Неизвестно,"Шереметьевское шоссе, Химки","вт, 28.10.2025",Женский,Неизвестно,"Ягдтерьер, потерялась при пересадке, девочка. Коричневый ошейник, адресник в виде косточки",11,True,True,2,3,"сб, 25.10.2025",True
https://pet911.ru/voskresensk/lost/cat/rl1087841,rl1087841,потерян,Voskresensk,питомец найден,кошка,чёрный,Неизвестно,"Коломенская улица, 5, Воскресенск","чт, 16.10.2025",Мужской,Неизвестно,"Здравствуйте всем)) Прошу помочь в поиске Котика моего. Выпал из окна Коломенская д. 5, может из соседей кто видел. Кот чёрный, ошейник с красными сердечками, а на ошейнике надеты два колокольчика. Прошу помочь найти, или дайте пожалуйста знать, всех благодарю заранее ️ ️ ️",44,True,False,0,6,"чт, 16.10.2025",True
https://pet911.ru/moskva/lost/cat/rl1075144,rl1075144,потерян,Moskva,питомец найден,кошка,Неизвестно,Неизвестно,"Камчатская улица, Москва","вт, 23.09.2025",Мужской,Неизвестно,"Окрас камышевый, правый глазик с белой пленкой, спинка выбрита по бокам для уколов. Выпрыгнул из переноски. Шли из клиники Медикусь. Делали уколы Мартину. Пугливый. В руки не пойдет. Вознаграждение нашедшему 10000 рублей.",32,True,True,5,5,"чт, 18.09.2025",True
https://pet911.ru/korolev/lost/cat/rl1091835,rl1091835,потерян,Korolev,питомец найден,кошка,белый,Неизвестно,"улица Тихонравова, 28, Королёв","пт, 24.10.2025",Мужской,Неизвестно,"Кота нашли. Спасибо девочке Арине за помощь в его поимке. 22.10.25 в г. Юбилейный, в районе дома 28 по ул. Тихонравова потерялся кот. Окрас белый с серым, шерсть длинная. На нем был зеленый ошейник (от блох и клещей). Кот ласковый, но пугливый. Откликается на имя Тимофей или Тишка. Будем благодарны за любую информацию о котике.",55,True,True,3,5,"ср, 22.10.2025",True
https://pet911.ru/gorki-2/lost/dog/rl1091572,rl1091572,потерян,Gorki 2,в поиске,собака,черный,шпиц,"Рублёво-Успенское шоссе, Горки-2","чт, 23.10.2025",Мужской,"3, год","Черный шпиц, 3 года, осторожный, не агрессивный Очень милый ребенок Пропал из поселка во время прогулки ( предположительно украден курьером)",20,True,True,3,4,"ср, 22.10.2025",True
https://pet911.ru/mytishchi/lost/dog/rl1072455,rl1072455,потерян,Mytishchi,в поиске,собака,Неизвестно,Неизвестно,"улица Академика Каргина, 40 к1, Мытищи","чт, 18.09.2025",Мужской,Неизвестно,"Любвеобильный пес, остался на поводке пока отводили ребенка в сад. И пропал",12,True,True,2,3,"чт, 18.09.2025",True
https://pet911.ru/moskva/lost/cat/rl1070103,rl1070103,потерян,Moskva,в поиске,кошка,Неизвестно,Неизвестно,"Окская улица, 30 к4, Москва","вс, 14.09.2025",Женский,Неизвестно,Тайская кошка пропала,3,True,True,1,1,"вс, 14.09.2025",True
https://pet911.ru/moskovskaya-oblast/lost/cat/rl1090227,rl1090227,потерян,Moskovskaya Oblast,в поиске,кошка,Неизвестно,шотландская вислоухая,Московская область,"вт, 21.10.2025",Женский,"4, год","маленькая кошечка, стерилизована, 4 года. Порода - шотландская вислоухая, золотая шиншилла. Людей не боится, думаю, может пойти в руки. Есть предположение, что ее забрали дачники, так как она пропала в воскресенье.",31,True,True,4,4,"вс, 14.09.2025",True
https://pet911.ru/moskva/lost/cat/rl1090967,rl1090967,потерян,Moskva,питомец найден,кошка,Неизвестно,Неизвестно,"улица Красного Маяка, 19 к1, Москва","ср, 22.10.2025",Мужской,Неизвестно,"Кастрированный, ласковый, ручной, почти не мяукает, на руках как угодно бери только рад будет, пьет молоко, когти на задних лапах отслаиваются. Пожалуйста, помогите найти, его дома ждем чистый лоток, брат пушистый молоко и вкусняшки его",35,True,True,8,4,"вт, 21.10.2025",True
https://pet911.ru/podolsk/lost/cat/rl1087414,rl1087414,потерян,Podolsk,в поиске,кошка,Неизвестно,Неизвестно,"Красногвардейский бульвар, 17, Подольск","ср, 15.10.2025",Женский,Неизвестно,,0,False,True,1,1,"вс, 12.10.2025",True
https://pet911.ru/malakhovka/lost/cat/rl1074464,rl1074464,потерян,Malakhovka,питомец найден,кошка,рыжий,Неизвестно,"Станционная улица, 8, Малаховка","пн, 22.09.2025",Женский,"4, месяц","Ночью, 22.09.25, ушла из дома на улице Станционной и не вернулась кошечка-подросток, беспородная. Окрас черепаховый, носик рыжий с черным, возраст 4 месяца. Ночью, 22.09.25, ушла из дома на улице Станционной и не вернулась кошечка-подросток, беспородная. Окрас черепаховый, носик рыжий с черным, возраст 4 месяца. Просьба кто видел ее, подобрал или владеет какой-нибудь информацией о ее местонахождении, сообщить по телефону: 89167699323.Ольга",60,True,True,1,3,"пн, 22.09.2025",True
https://pet911.ru/sosny/lost/cat/rl1071367,rl1071367,потерян,Sosny,питомец найден,кошка,Неизвестно,Неизвестно,"1-е Успенское шоссе, Сосны","ср, 17.09.2025",Мужской,Неизвестно,"Абиссинец, немного серенький, полненький. Ласковый и пугливый, не царапается и не кусается, любит поесть. Вознаграждение гарантируем",16,True,True,3,4,"пн, 15.09.2025",True
https://pet911.ru/domodedovo/lost/cat/rl1083765,rl1083765,потерян,Domodedovo,в поиске,кошка,белый,Неизвестно,"Речная улица, 12, Домодедово","чт, 09.10.2025",Мужской,Неизвестно,"Белый кот (альбинос), мелкий и худой ( но большой живот), молодой, ангорской породы. Не кастрирован. Шерсть длинная, не пушистая. Глухой, на кличку не реагирует.",24,True,False,0,3,"сб, 20.09.2025",True
https://pet911.ru/moskva/lost/cat/rl1073180,rl1073180,потерян,Moskva,питомец найден,кошка,черный,Неизвестно,"Широкая улица, 1 к2, Москва","сб, 20.09.2025",Мужской,Неизвестно,Окрас: черный с белыми пятнами на животе. Был в красном ошейнике с колокольчиком. Пропал у подъезда. Сам никогда от подъезда не уходил далеко.,23,True,True,2,3,"пт, 19.09.2025",True
https://pet911.ru/moskva/lost/dog/rl1074284,rl1074284,потерян,Moskva,в поиске,собака,Неизвестно,Неизвестно,"Михневский проезд, Москва","пн, 22.09.2025",Женский,Неизвестно,"йорк, стандартный окрас",3,True,True,1,3,"пн, 22.09.2025",True
https://pet911.ru/moskva/lost/dog/rl1091904,rl1091904,потерян,Moskva,в поиске,собака,Неизвестно,Неизвестно,"Машкинское шоссе, 1А, Москва","пт, 24.10.2025",Мужской,Неизвестно,"Чепрачный окрас, был в коричневом ошейнике. Собака возрастная. Плохо слышит.Была замечена 16.10 в Путилково, 18.10 - ул. Планерная? 18.10 - 74-75км МКАД внешняя сторона в районе Химок?",27,True,True,3,3,"чт, 16.10.2025",True
https://pet911.ru/korolev/lost/cat/rl1076075,rl1076075,потерян,Korolev,питомец найден,кошка,"белый, серый, черно-белый",беспородный,"улица Дурылина, 34, Королёв","чт, 25.09.2025",Мужской,"3, год","Добрый день! Микрорайон Болшево, около ул. Дурылина 34, ул. Станционная 47 потерялся кот! (Ориентировочная дата 19.09.25) Окрас черно-белый, возраст примерно 2-3 года, беспородный, ласковый, имеется ошейник от блох (серый), живет в частном доме, выходит погулять. Несколько дней не приходит, есть вероятность, что кота подобрали/забрали люди себе. Просьба, если кто-то видел, знает - сообщить! Вознаграждение обеспечено. Тел. +7 (967) 236-01-21, +7 (977) 813-31-23",62,True,True,2,3,"пт, 19.09.2025",True
https://pet911.ru/moskovskaya-oblast/lost/cat/rl1094851,rl1094851,потерян,Moskovskaya Oblast,в поиске,кошка,"голубой, бело-голубой",Неизвестно,Московская область,"чт, 30.10.2025",Мужской,Неизвестно,"Уважаемые односельчане, добрый вечер. У нас пропал кот. Окрас сиамский, пушистый, глаза голубые, немного косенький (фотки креплю). Ушёл вчера около 21-00 и пока не вернулся. На нем бело-голубой ошейник с медалькой в виде отпечатка лапки. Кличка Марс ( также откликается на Юра). Боязлив, к чужим вряд ли в руки пойдёт. Кастрирован с юности, женским полом интересуется только в дружеских целях, собственно как и мужским. Может поиграть, побегать, тк молодой. Если другие кошки агрессивны, то и поорать не дурак, забавы ради. Если кто-нибудь его видел, дайте знать в личку Мы на 5-ой линии живем, участок 248. Придержите, если возможно, приедем оперативно заберём. Ходим, ищем, зовём, результата 0. Никогда не уходил дальше нашей линии, боится. Машин опасается. Заранее спасибо",117,True,True,4,2,"сб, 25.10.2025",True
https://pet911.ru/novoye-lapino-kp/lost/cat/rl1081319,rl1081319,потерян,Novoye Lapino Kp,в поиске,кошка,рыжий,Неизвестно,"улица Горького, 10, Новое","вс, 05.10.2025",Мужской,Неизвестно,"Рыжий, с ошейником",3,True,True,1,2,"ср, 01.10.2025",True
https://pet911.ru/moskovskaya-oblast/lost/cat/rl1081327,rl1081327,потерян,Moskovskaya Oblast,питомец найден,кошка,черный,Неизвестно,"Подолино, Московская область","вс, 05.10.2025",Мужской,Неизвестно,"Второго Октября выбежал из дома и не вернулся. Крупный черный кот, желтые глаза.",13,True,True,1,5,"чт, 02.10.2025",True
https://pet911.ru/korolev/lost/cat/rl1076157,rl1076157,потерян,Korolev,в поиске,кошка,"коричневые, белый",Неизвестно,"проспект Королёва, 5А, Королёв","чт, 25.09.2025",Мужской,"4, год","Потерялся белый кот в районе 16 школы, город Королев. Шерсть длинная, светло-коричневые ушки и хвостик,глаза светло голубые большие,порода Персидский колор пойнт,в простонародье - перс, 4года, маленькие передние зубки,большие клыки,кличка Джони. Фото нет, тк кот принадлежит одинокой бабулечке соседке, у которой нет телефона. Выходила на балкон, кот выпрыгнул. Нашедшему просьба звонить по телефону 89175331381!",53,True,False,0,3,"ср, 24.09.2025",True
https://pet911.ru/lost/cat/rl1087003,rl1087003,потерян,,в поиске,кошка,Неизвестно,Неизвестно,"Семибратское, Московская область","ср, 15.10.2025",Мужской,"4, месяц","Здравствуйте! Потерялся котенок, д. Новое Семибратское. Пожалуйста, вдруг кто-то видел у себя на участке, мог спрятаться от дождя. Ушел гулять вчера днем и начался дождь. Мы оббежали все вокруг.. Далеко никогда не уходил. Ему 4 месяца, живет у нас с 1 сентября, может просто не нашел домой дорогу, живет у нас вместе с братиком. Он его все время ищет… Зовут Лео, но на имя еще не откликается, очень доверчивый и ласковый",71,True,True,2,3,"вт, 14.10.2025",True
https://pet911.ru/poselok-volodarskogo/lost/cat/rl1083692,rl1083692,потерян,Poselok Volodarskogo,в поиске,кошка,серая,Неизвестно,"Зелёная улица, 37, посёлок Володарского","чт, 09.10.2025",Женский,Неизвестно,Серая.,1,True,True,1,2,"вт, 07.10.2025",True
https://pet911.ru/moskva/lost/cat/rl1077087,rl1077087,потерян,Moskva,питомец найден,кошка,Неизвестно,Неизвестно,"Карамышевская набережная, 22 к1, Москва","сб, 27.09.2025",Женский,Неизвестно,"Она еще совсем маленькая , пару месяцев , похожа на сиамскую, розовый ошейник с адресником Проблемы с сердцем , нуждается в постоянном лечении",23,True,True,2,3,"сб, 27.09.2025",True
https://pet911.ru/malakhovka/lost/dog/rl1073545,rl1073545,потерян,Malakhovka,питомец найден,собака,Неизвестно,йоркширский терьер,"улица Тургенева, 71В, Малаховка","сб, 20.09.2025",Мужской,"11, год","ЧАПА Йоркширский терьер, 11 лет , без ошейника, крупный",9,True,True,3,3,"сб, 20.09.2025",True
https://pet911.ru/orekhovo-zuyevo/lost/dog/rl1087696,rl1087696,потерян,Orekhovo Zuyevo,в поиске,собака,Неизвестно,Неизвестно,"улица Якова Флиера, 4, Орехово-Зуево","чт, 16.10.2025",Женский,Неизвестно,"Рыженькая, вылезла из ошейника, боится людей, пугливая",7,True,True,2,4,"ср, 15.10.2025",True
https://pet911.ru/moskva/lost/cat/rl1076446,rl1076446,потерян,Moskva,питомец найден,кошка,Неизвестно,Неизвестно,"Самаркандский бульвар, 10 к2, Москва","чт, 25.09.2025",Женский,Неизвестно,"Яся выпала ночью из окна и по словам соседей бегала по двору,на имя отзывается,пожалуйста помогите найти ее,любой информации буду очень благодарна,не останусь в долгу!",24,True,True,3,4,"чт, 25.09.2025",True
https://pet911.ru/bronnitsy/found/cat/rl1094682,rl1094682,потерян,Bronnitsy,в поиске,кошка,Неизвестно,Неизвестно,"Пионерский переулок, Бронницы","ср, 29.10.2025",Женский,Неизвестно,"Московская область Раменский район город Бронницы На Пионерском переулке, около частного дома 29 найденыш. Хозяева откликнитесь. Бедная походит к каждой машине в надежде, что возьмут(наверное выкинули) и у неё нарушена координация. Ей нужна помощь",34,True,True,1,3,Неизвестно,True
https://pet911.ru/moskva/lost/cat/rl1083544,rl1083544,потерян,Moskva,питомец найден,кошка,"серый, белая",Неизвестно,"Варшавское шоссе (дублёр), 85 к3, Москва","чт, 09.10.2025",Женский,Неизвестно,"Окрас серый в полоску. Хвост темнее, под носиком белая шерстка Один глаз часто полуприкрыт и может моргать только одним Обычно ласковая, но к незнакомцам будет насторожена Выбралась через форточку порвав сетку",31,True,True,4,3,"ср, 08.10.2025",True
https://pet911.ru/mytishchi/lost/cat/rl1079135,rl1079135,потерян,Mytishchi,питомец найден,кошка,"белый, чёрный, белая",беспородный,"Институтская улица, 19 к2, Мытищи","вт, 30.09.2025",Мужской,"5, год","Беспородный. Чёрный. Домашний. Возраст 1,5 года. Не кастрирован. Вдоль спины и на хвосте местами видна белая шерсть сантиметров 3-4. Один из вибрисов справа тоже белый. Выпирает один коготь из задней лапы(сломана фаланга) и сломан кончик левого клыка. Выбежал незаметно из квартиры при открытой двери.",44,True,True,1,7,"вс, 28.09.2025",True
https://pet911.ru/moskva/lost/cat/rl1078614,rl1078614,потерян,Moskva,в поиске,кошка,"черно-серая, серая",Неизвестно,"улица Недорубова, 24, Москва","пн, 29.09.2025",Женский,Неизвестно,"Черно-серая с белым. Тихая,спокойная",4,True,True,3,1,"пн, 15.09.2025",True
https://pet911.ru/moskva/lost/dog/rl1089262,rl1089262,потерян,Moskva,в поиске,собака,Неизвестно,Неизвестно,Москва,"вс, 19.10.2025",Женский,сегодня 19 10 2025 на нас наехал человек на самокате,ПРОПАЛА СОБАКА! Помогите вернуть Роззи! Сегодня 19 10 2025 на нас наехал человек на самокате. Собачка испугалась и убежала.,19,True,True,1,5,"вс, 19.10.2025",True
https://pet911.ru/moskva/lost/cat/rl1086278,rl1086278,потерян,Moskva,питомец найден,кошка,Неизвестно,Неизвестно,"Кантемировская улица (дублёр), 31, Москва","пн, 13.10.2025",Мужской,Неизвестно,,0,False,False,0,1,"пт, 10.10.2025",True
https://pet911.ru/kaluzhskaya-oblast/lost/cat/rl1094426,rl1094426,потерян,Kaluzhskaya Oblast,в поиске,кошка,серый,Неизвестно,"сельское поселение Село Истье, Калужская область","ср, 29.10.2025",Мужской,"6, год","Возраст 6 лет .Серый, большой размер, похож на мэй куна ,,,, ушел около 23 часов. 17 октября с 9 линии СНТ Энергия. Раньше все лето находился там. Рядом СНТ Аэлита и Физхимик.",32,True,True,3,3,"пт, 17.10.2025",True
https://pet911.ru/brekhovo/lost/cat/rl1084652,rl1084652,потерян,Brekhovo,в поиске,кошка,белый,турецкая ангора,"Пятницкое шоссе, Брёхово","сб, 11.10.2025",Мужской,"8, год","Полностью белый котик. Предположительно турецкая ангора. Глаза голубые. Не кастрирован. Из-за долгого отсутствия может выглядеть грязным/худым. Может чихать, тк склонен к аллергиям/реакциям на переохлаждение. Пропал в районе Брёхово, СНТ Дубрава. Зубки вверху немного стерты, а внизу нет нескольких зубов. Предположительно котику более 8 лет. Взяли его с улицы почти 5 лет назад. Был истощенным больным, долго лечили. Очень полюбили и привязались. Котик ласковый и нежный, любит сидеть на руках, посторонних сторонится, осторожный, тк на свободном выгуле. Защищает свою территорию. Ушёл вечером 5 октября, в воскресенье - и все. Уходил и раньше два раза три, но не более 2х - 3х суток. 6.10 и 7.10 ранним утром и в ночное время лаяли собаки, и было перемещение с лаем. Возможно, прятался или убегал. Есть особенность - от переохлаждения или аллергии может чихать. Разговорчивый, нежный, воспитанный котик. Поблизости в снт и деревню размещены объявления; долго ходили и ездили по округе, искали с расспросами, в приюте и ветклиниках - но пока безрезультатно. Разместили объявления в чатах и соц сетях. Откликается на Матвея. Требует усиленной заботы. Если кто нашёл или видел, сообщите, пожалуйста.",178,True,True,5,6,"вс, 05.10.2025",True
https://pet911.ru/moskva/lost/dog/rl1070938,rl1070938,потерян,Moskva,питомец найден,собака,рыжие,Неизвестно,"Профсоюзная улица (дублёр), Москва","вт, 16.09.2025",Мужской,Неизвестно,"Потерялась собака, Кокер-спаниель шоколадный оттенок , рыжие лапы и морда. Кличка Буч. Потерялся 16.09 примерно 8.30 на выходе из леса 55.628087, 37.501604 рядом со школой 1507( профсоюзная 142к5) Номера для связи : 79032780689 - звонки 79066678687- вотсап, телеграмм Можно придержать собаку , не агрессивный",44,True,True,5,2,"вт, 16.09.2025",True
https://pet911.ru/moskva/lost/bird/rl1092691,rl1092691,потерян,,в поиске,птица,желтый,Неизвестно,"Большая Филёвская улица, 23 к4, Москва","вс, 26.10.2025",Мужской,Неизвестно,"Зеленая спина, желтый воротник, длинный хвост",6,True,True,1,2,"вс, 26.10.2025",True
https://pet911.ru/moskva/lost/cat/rl1082866,rl1082866,потерян,Moskva,в поиске,кошка,рыжий,Неизвестно,"улица Палиха, 7-9 к3, Москва","вт, 07.10.2025",Мужской,Неизвестно,"Рыжий молодой кот, ласковый, не кастрированный, проблемы с кормом аллергия.",10,True,True,1,5,"вт, 07.10.2025",True
https://pet911.ru/alferovo/lost/cat/rl1093046,rl1093046,потерян,Alferovo,в поиске,кошка,белая,Неизвестно,"1/5, Алфёрово","вс, 26.10.2025",Женский,Неизвестно,"Белая с серыми пятнами вислоухая кошка, спокойная и приветливая, миниатюрная, проницательные голубые глаза! Пропала 7 октября в районе СНТ «Поляна» г-р Чехова",22,True,True,6,5,"вт, 07.10.2025",True
https://pet911.ru/moskovskaya-oblast/lost/cat/rl1081565,rl1081565,потерян,Moskovskaya Oblast,в поиске,кошка,рыжий,Неизвестно,Московская область,"вс, 05.10.2025",Мужской,"1, год","Полностью рыжий кот, немного белого на мордашке. Возраст 1 год. Нуждается в медицинском наблюдении по лейкозу",16,True,True,4,3,"вс, 14.09.2025",True
https://pet911.ru/vniissok/lost/cat/rl1089966,rl1089966,потерян,Vniissok,в поиске,кошка,Неизвестно,Неизвестно,"Берёзовая улица, 7, ВНИИССОК","пн, 20.10.2025",Мужской,Неизвестно,"Дымчатый кот. Понес его в ветклинику, он выпрыгнул из переноски и убежал. Темно было, искал , так и не нашёл.",20,True,True,5,3,"ср, 08.10.2025",True
https://pet911.ru/moskva/lost/cat/rl1070557,rl1070557,потерян,Moskva,в поиске,кошка,Неизвестно,Неизвестно,Москва,"пн, 15.09.2025",Женский,Неизвестно,Мейкун. Бок и живот забриты после недавной стерилизации. Пропала с дачного участка,12,True,True,1,3,"сб, 13.09.2025",True
https://pet911.ru/moskva/lost/cat/rl1075138,rl1075138,потерян,Moskva,в поиске,кошка,"серая, белая, белое, серые, рыже-серые",Неизвестно,"Зелёный проспект, Москва","вт, 23.09.2025",Мужской,"2025, год","19 сентября 2025 года, возле метро Новогиреево (8-й выход). Хозяйка работала, раздавала листовки, котенок был рядом на шлейке. К нему подошла незнакомка, дождалась момента, когда хозяйка отвернулась, отстегнула поводок и скрылась в метро. Догнать ее не удалось. КОТЕНОК Кличка: Мурзик Возраст: 5 месяцев Окрас: Белое тело, голова и хвост рыже-серые, шлейка под джинсу ПРИМЕТЫ ПОДОЗРЕВАЕМОЙ: • Внешность: Девушка, очень худая, с острыми чертами лица, короткие темные волосы. • Очки: Овальной формы, без оправы, с золотыми дужками. • Одежда: Темные джинсы, белая майка, серая спортивная кофта.",85,True,True,3,6,"пт, 19.09.2025",True
https://pet911.ru/moskva/lost/cat/rl1084058,rl1084058,потерян,Moskva,питомец найден,кошка,"белые, рыжий, белый, рыжий белый",Неизвестно,"Самаркандский бульвар, 13 к1, Москва","пт, 10.10.2025",Мужской,Неизвестно,"Рыжий , белый воротник , белые лапки . Толстый . Выбежал из квартиры ~22:10 через входную дверь , заметили пропажу спустя 10-15 минут . Первый этаж . Пятый подъезд . Ручной кот . Периодически выгуливался на шлейке . Может быть немного пугливым , но в целом не скромный , ведёт себя уверенно . Кастрирован и приучен к лотку .",59,True,True,8,3,"чт, 09.10.2025",True
https://pet911.ru/lost/dog/rl1085569,rl1085569,потерян,,питомец найден,собака,"белый, рыжий, чёрный, чёрный белый",бигль,"Раменское, Московская область","вс, 12.10.2025",Мужской,"7, год","ПОТЕРЯЛАСЬ СОБАКА! Г. Раменское, ул. Арктическая. Пропал бигль по кличке Бас. Окрас триколор (чёрный, белый, рыжий), возраст 7 лет. Без ошейника, есть чип. Выбежал с закрытого участка и мог убежать в сторону леса, вдоль железной дороги. (Станции Есенинская и Фабричная). Дружелюбный, может откликаться на имя Бас или Бастик. Пожалуйста, кто видел или знает, где он находится — свяжитесь! +79151283538, +79104568583 Вознаграждение гарантируется!",62,True,True,2,5,"вс, 12.10.2025",True
https://pet911.ru/dedovsk/lost/cat/rl1083711,rl1083711,потерян,Dedovsk,питомец найден,кошка,чёрная,Неизвестно,"Луговая улица, 1, Дедовск","чт, 09.10.2025",Женский,Неизвестно,"Небольшая, вся чёрная, длинношерстная, глаза жёлтые. Тонкий ошейник с биркой. Откликается на «кот, кушать!»",14,True,True,3,3,"ср, 08.10.2025",True
https://pet911.ru/moskva/lost/dog/rl1074097,rl1074097,потерян,Moskva,питомец найден,собака,Неизвестно,Неизвестно,"Кронштадтский бульвар, Москва","вс, 21.09.2025",Женский,Неизвестно,"Пропала собака САО Головинский 18.09.2025 Выбежала из квартиры. Была в черной шлейке с адресником. 29 09 замечена в районе ВДНХ/Ростокино. Собака пугливая, не звать, не подходить резко. Сфотографировать или снять видео и сразу сообщить о месте нахождения. Собака не агрессивная. Если увидите, сообщите, пожалуйста, по телефону ️ +7-926-207-24-15 ️ +7-930-967-41-87 Чат поиска https://t. Me/brusni4kaboo1",54,True,True,1,3,"чт, 18.09.2025",True
https://pet911.ru/lyubertsy/lost/cat/rl1092631,rl1092631,потерян,Lyubertsy,в поиске,кошка,черная,Неизвестно,"улица Попова, Люберцы","вс, 26.10.2025",Женский,Неизвестно,Черная кошка пушистая пропала.,4,True,True,1,2,"сб, 25.10.2025",True
https://pet911.ru/moskva/lost/dog/rl1087614,rl1087614,потерян,Moskva,в поиске,собака,рыжий,шпиц,"Митинская улица (дублер), Москва","чт, 16.10.2025",Мужской,Неизвестно,"Щенок шпица (9мес) еще линяет. Окрас песочно-рыжий, неправильный прикус, ласковый идет к людям с удовольствием.",15,True,True,2,5,"чт, 16.10.2025",True
https://pet911.ru/malakhovka/lost/dog/rl1078222,rl1078222,потерян,Malakhovka,в поиске,собака,Неизвестно,Неизвестно,"Егорьевское шоссе, Малаховка","пн, 29.09.2025",Женский,Неизвестно,"Пропала собака! Московская область, городской округ Люберцы, рабочий посёлок Малаховка, в районе заправки Татнефть (Егорьевское шоссе, 7км) 28.09.2025 в 16:30 Пропала девочка щенок среднего размера. Была в светлом ошейнике с адресником. Людей побаивается, может не подойти. Что случилось? Мама гуляла с собаками, на одну из собак напала самовыгульная собака. Пока спасала свою собаку малышка испугалась и убежала. Пожалуйста, если Вы ее заметите, то сразу звоните по телефону: +7 (916) 651-88-24 (Наталия) 8 (915) 435-33-40 (Вероника)",75,True,True,1,3,"вс, 28.09.2025",True
https://pet911.ru/podolsk/lost/dog/rl1094549,rl1094549,потерян,Podolsk,в поиске,собака,Неизвестно,Неизвестно,"Водопроводная улица, 10, Подольск","ср, 29.10.2025",Мужской,Неизвестно,"Из частного дома ночью убежала собака. Откликается на кличку Бим. Очень добрый, если кто нибудь видел, пожалуйста, позвоните на тел 8-925-411-85-25 Юлия",22,True,True,3,3,"пн, 27.10.2025",True
https://pet911.ru/kurovskoye/lost/cat/rl1089563,rl1089563,потерян,Kurovskoye,в поиске,кошка,"черное, пятно",Неизвестно,"А-108, Куровское","пн, 20.10.2025",Женский,Неизвестно,Выпрыгнула из машины 14.10.2025. На носу приметное черное пятно.,9,True,True,3,3,"вт, 14.10.2025",True
https://pet911.ru/moskovskaya-oblast/lost/bird/rl1072526,rl1072526,потерян,,питомец найден,птица,Неизвестно,Неизвестно,"Венюково, Московская область","чт, 18.09.2025",Мужской,Неизвестно,"Вылетел из клетки. Зеленый большой попугай, шумный и крикливый.",9,True,True,1,6,"чт, 18.09.2025",True
https://pet911.ru/moskovskaya-oblast/lost/dog/rl1071039,rl1071039,потерян,Moskovskaya Oblast,питомец найден,собака,Неизвестно,Неизвестно,"Пироговское шоссе, Московская область","вт, 16.09.2025",Женский,Неизвестно,"Темная шерсть. Жёлтый ошейник, красный жетон.",6,True,True,5,3,"пн, 15.09.2025",True
https://pet911.ru/moskva/lost/dog/rl1083045,rl1083045,потерян,Moskva,питомец найден,собака,"белые, черный",Неизвестно,"Воронежская улица, Москва","ср, 08.10.2025",Мужской,Неизвестно,"У дочки вскочил из ошейника и убежал. Цвет собаки черный, кончики лап и хвоста белые с белой грудкой.",18,True,True,1,3,"вт, 07.10.2025",True
https://pet911.ru/moskva/lost/cat/rl1089731,rl1089731,потерян,Moskva,в поиске,кошка,"серый, черно-серый",Неизвестно,"1 к4, Булатниковская улица, район Бирюлёво Западное, Москва, Центральный федеральный округ, 117403, Россия","пн, 20.10.2025",Мужской,"3, месяц","Пропал котенок, 3месяца, окрас черно-серый. Очень ласковый кот. Выпал из окна Булатниковская 1к4. Дома живет кот старший, который принёс нам его младенцем, очень сильно скучает, плачет, ходит по улице ищет. Помогите пожалуйста найти",33,True,True,2,16,"пн, 20.10.2025",True
https://pet911.ru/moskva/lost/cat/rl1090281,rl1090281,потерян,Moskva,в поиске,кошка,серая,Неизвестно,"улица Шкулёва, 13/25, Москва","вт, 21.10.2025",Женский,Неизвестно,Серая шпротинка. Помогите в поиске,5,True,True,1,3,"вт, 21.10.2025",True
https://pet911.ru/moskovskaya-oblast/lost/dog/rl1088389,rl1088389,потерян,Moskovskaya Oblast,в поиске,собака,белый,Неизвестно,"Агарино, Московская область","пт, 17.10.2025",Женский,Неизвестно,"Алабай. Девочка. Окрас белый, примета, откусан язык. 89164440323",8,True,True,4,4,"пт, 03.10.2025",True
