url,id,тип объявления,регион,статус,тип_животного,окрас,порода,место события,дата_публикации,пол,возраст,описание,Длина_описания_в_словах,наличие_описания,есть_фото,количество_фото,количество_комментариев,дата находки,есть_контакты
https://pet911.ru/moskva/found/dog/rf1087694,rf1087694,найден,Moskva,ищут хозяина,собака,белая,овчарка,"Шарикоподшипниковская улица, 4 к2А, Москва","чт, 16.10.2025",Неизвестно,"2025, год","Ровно в 15.12 ч 16 октября 2025 года бегала молодая овчарка( похожа на оачарку) с толстым см 3 ошейником собака в одиночестве, перебегала дорогу между корпусами мега белая дача. Собака небольшая и худощавая , поэтому подумала что молодая .",39,True,False,0,5,"чт, 16.10.2025",True
https://pet911.ru/moskva/found/dog/rf1090834,rf1090834,найден,Moskva,ищут хозяина,собака,"рыжий, коричневый",метис,"Люблинская улица, 35 к1, Москва","ср, 22.10.2025",Неизвестно,"коричневый или рыжий, светло, гладкошерстный, предположительно до 2-х лет, крупная дворняга, предположительно метис дога, игривый, без ошейника и медальона","Коричневый или рыжий, светло, гладкошерстный, предположительно до 2-х лет, крупная дворняга, предположительно метис дога, игривый, без ошейника и медальона. Сфоткать не успел, он/она убежала/а во дворы. Предположительно, его же видели позавчера в том же месте.",35,True,False,0,4,"ср, 22.10.2025",True
https://pet911.ru/moskva/found/dog/rf1085686,rf1085686,найден,Moskva,ищут хозяина,собака,пятна,Неизвестно,"Северо-Восточная хорда, Москва","вс, 12.10.2025",Неизвестно,Неизвестно,"2 черных пятна на спине. Есть ошейник. Значит, как понял собака хозяйская. Я не собаковод уж извините. Фотография приложена.",19,True,True,1,3,"вс, 12.10.2025",True
https://pet911.ru/lyubertsy/found/dog/rf1081808,rf1081808,найден,Lyubertsy,ищут хозяина,собака,Неизвестно,шпиц,"улица Власова, Люберцы","пн, 06.10.2025",Неизвестно,Неизвестно,"Шпиц, без поводка без адресника (вроде бы ) шерсть свалившаяся, собака очень спокойная",13,True,True,1,3,"пн, 06.10.2025",True
https://pet911.ru/krasnogorsk/found/dog/rf1083297,rf1083297,найден,Krasnogorsk,хозяин найден,собака,Неизвестно,Неизвестно,"Красногорский бульвар, 19, Красногорск","ср, 08.10.2025",Неизвестно,Неизвестно,"Замечен алабай, Павшинская пойма! Срочно! Кто потерял собаку? Ведет себя не дружелюбно к собакам. Людям это не нравится, сильно агрессируют и ведут разговоры о ликвидации собаки! Хозяин ты где???? Источник : https://t. Me/poima_dogs/17333 (канал Собачники поймы , в телеграм)",39,True,True,2,3,"ср, 08.10.2025",True
https://pet911.ru/moskva/found/dog/rf1087517,rf1087517,найден,Moskva,ищут хозяина,собака,рыжий,Неизвестно,"улица Паршина, Москва","чт, 16.10.2025",Мужской,Неизвестно,"Рыжий кокер спаниель, бегал без ошейника. Клейма и чипа нет.",10,True,True,2,6,"чт, 16.10.2025",True
https://pet911.ru/podolsk/found/dog/rf1089201,rf1089201,найден,Podolsk,ищут хозяина,собака,черный,Неизвестно,"Бережковский проезд, Подольск","вс, 19.10.2025",Мужской,Неизвестно,"Подросток мальчик, черный с белой грудкой, есть ошейник, собака ухоженная тел. 89252140904",12,True,True,2,3,"сб, 18.10.2025",True
https://pet911.ru/naro-fominsk/found/dog/rf1087864,rf1087864,найден,Naro Fominsk,ищут хозяина,собака,Неизвестно,Неизвестно,"Московская улица, Наро-Фоминск","чт, 16.10.2025",Неизвестно,Неизвестно,,0,False,True,1,1,"чт, 16.10.2025",True
https://pet911.ru/moskva/found/dog/rf1093855,rf1093855,найден,Moskva,ищут хозяина,собака,"коричнево-рыже, коричнево-рыжевая",Неизвестно,"16-я Парковая улица, Москва","вт, 28.10.2025",Неизвестно,Неизвестно,Коричнево-рыжевая сробака в красноватой ? Розовой) шлейке замечена в 9.40 28.10.25 в этом районе.. Ррст с м 30,18,True,False,0,3,"вт, 28.10.2025",True
https://pet911.ru/moskva/found/cat/rf1087782,rf1087782,найден,Moskva,ищут хозяина,кошка,Неизвестно,домашняя,"Ивановский проезд, Москва","чт, 16.10.2025",Неизвестно,Неизвестно,"В парке Дубки была замечена кошка, домашняя, идет к людям",10,True,True,5,2,"чт, 16.10.2025",True
https://pet911.ru/moskva/found/cat/rf1090575,rf1090575,найден,Moskva,ищут хозяина,кошка,Неизвестно,Неизвестно,"Первомайская улица, 113 к1, Москва","ср, 22.10.2025",Женский,Неизвестно,"Испуганная, но очень ласковая девочка. Отвезли в ветклинику, чипа не обнаружили. Нашли у 113к1 и запустили в подъезд.",18,True,True,1,3,"вт, 21.10.2025",True
https://pet911.ru/found/dog/rf1087062,rf1087062,найден,,ищут хозяина,собака,Неизвестно,доберман,"Павловский Посад, Московская область","ср, 15.10.2025",Мужской,Неизвестно,"Кобель породы доберман, окрас чёрно- подпалый, в чёрном кожаном ошейнике.",10,True,True,2,5,"вт, 14.10.2025",True
https://pet911.ru/moskva/found/cat/rf1084617,rf1084617,найден,Moskva,ищут хозяина,кошка,Неизвестно,Неизвестно,"улица Плющиха, 42, Москва","пт, 10.10.2025",Неизвестно,Неизвестно,"Кошечка очень голодная, все время мяукает, но трусливая, не дается. Мы ее покормили. Ела жадно. Но поймать не удалось.",19,True,True,5,3,"пт, 10.10.2025",True
https://pet911.ru/moskva/found/cat/rf1084612,rf1084612,найден,Moskva,ищут хозяина,кошка,Неизвестно,Неизвестно,"Свободный проспект, Москва","пт, 10.10.2025",Мужской,Неизвестно,"Дымчатый окрас, вес около 3кг, очень ласковый. Боится улицы, к людям ластится, лоток сразу узнал",15,True,True,3,7,"пт, 10.10.2025",True
https://pet911.ru/lesnoy-gorodok/found/dog/rf1089084,rf1089084,найден,Lesnoy Gorodok,ищут хозяина,собака,Неизвестно,Неизвестно,"Фасадная улица, 8 к6, Лесной Городок","вс, 19.10.2025",Неизвестно,Неизвестно,Внешность на фото. Два алабая.,5,True,True,1,3,"вс, 19.10.2025",True
https://pet911.ru/found/dog/rf1087879,rf1087879,найден,,ищут хозяина,собака,Неизвестно,Неизвестно,"Захарово, Московская область","чт, 16.10.2025",Мужской,Неизвестно,"Найдена собака! Помогите найти хозяев! Порода: спаниель Пол: мальчик Возраст: предположительно щенок Особенности: - очень добрый, ласковый и активный; - был сильно истощён (долго бродил по лесу); - грязный, в клещах; - нуждается в уходе и лечении. Место находки: лес в районе Захарово — Аксёново. Сейчас малыш находится на временном содержании. Ищем прежних владельцев или ответственных людей, готовых помочь с поиском дома. Контакты для связи: Екатерина Телефон: +7 (985) 611-74-42 Пожалуйста, распространите эту информацию — чем больше людей увидят объявление, тем выше шанс вернуть щенка домой или найти ему новую заботливую семью!",92,True,True,2,4,"чт, 16.10.2025",True
https://pet911.ru/found/dog/rf1088398,rf1088398,найден,,ищут хозяина,собака,Неизвестно,Неизвестно,"Красногорское шоссе, 36, Знаменское","пт, 17.10.2025",Женский,Неизвестно,,0,False,True,4,1,"пт, 17.10.2025",True
https://pet911.ru/found/dog/rf1087111,rf1087111,найден,,ищут хозяина,собака,коричневый,домашняя,Московская область,"ср, 15.10.2025",Неизвестно,Неизвестно,"На территорию, по адресу д. Ожирелки(адрес нахождения -сельхоз территории, не далеко от Орехово -Зуева объездной дороги в сторону Горьковской трассы , 4/2 15.10.2025 забежала собака, видно что домашняя, но очень пугливая , с ошейником среднего роста.,. Примерно выше колена. Окрас черно коричневый",42,True,True,3,3,"ср, 15.10.2025",True
https://pet911.ru/pushkino/found/cat/rf1089463,rf1089463,найден,Pushkino,хозяин найден,кошка,рыжая,Неизвестно,"улица Маяковского, Пушкино","вс, 19.10.2025",Неизвестно,Неизвестно,"Рыжая кошка, подстриженная под ""льва"". Спокойная, ручная",7,True,True,1,2,"вс, 19.10.2025",True
https://pet911.ru/moskva/found/cat/rf1083489,rf1083489,найден,Moskva,ищут хозяина,кошка,Неизвестно,Неизвестно,"1-й Котляковский переулок, Москва","ср, 08.10.2025",Неизвестно,Неизвестно,"На передних лапках рисунок сердечком. Гладкая, шелковая шерсть",8,True,True,3,5,"ср, 08.10.2025",True
https://pet911.ru/moskva/found/dog/rf1085700,rf1085700,найден,Moskva,ищут хозяина,собака,Неизвестно,Неизвестно,"Кастанаевская улица, Москва","вс, 12.10.2025",Женский,Неизвестно,"Контактная, ухоженная, без ошейника и поводка, пытается перейти в одном направлении улицу, ходит туда сюда.. Очень опасно. Выдала свой ошейник и рулетку, на ночь её приютят, надеюсь найдутся хозяева.",29,True,True,2,5,"вс, 12.10.2025",True
https://pet911.ru/moskva/found/cat/rf1090025,rf1090025,найден,Moskva,ищут хозяина,кошка,Неизвестно,Неизвестно,"Кутузовский проспект, 32, Москва","пн, 20.10.2025",Мужской,"найден молодой котик, подросток, на вид месяца 4","Найден молодой котик, подросток, на вид месяца 4. Сбит машиной на Кутузовском проспекте, нуждается в операции.",16,True,True,3,2,"сб, 18.10.2025",True
https://pet911.ru/podolsk/found/cat/rf1086218,rf1086218,найден,Podolsk,ищут хозяина,кошка,Неизвестно,Неизвестно,"Высотная улица, Подольск","пн, 13.10.2025",Неизвестно,Неизвестно,"Несколько дней, г.Поольск,на улице Высотная д.25 прибился ухоженный чистый котенок с сиреневый ошейником, Дали покушать, голодный. Кто потерял?",18,True,True,1,3,"пн, 13.10.2025",True
https://pet911.ru/pushkino/found/dog/rf1086001,rf1086001,найден,Pushkino,ищут хозяина,собака,черно-подтплый,доберман,"Учинская улица, 12, Пушкино","пн, 13.10.2025",Неизвестно,Неизвестно,"Срочно! Только что в районе Пушкино найден молодой доберман, черно-подтплый, адресатка нет, в руки/в машину не идет, не дает посмотреть клеймо, трясутся и скулит. Точный адрес напротив ко Учинская 12 +7 985 765-44-29 Оксана",34,True,True,1,3,"пн, 13.10.2025",True
https://pet911.ru/nakhabino/found/dog/rf1090640,rf1090640,найден,Nakhabino,ищут хозяина,собака,Неизвестно,лабрадор,"Вокзальная улица, Нахабино","ср, 22.10.2025",Неизвестно,Неизвестно,Лабрадор С ошейником Без поводка и адресника Находился на проезжей части,11,True,True,3,3,"ср, 22.10.2025",True
https://pet911.ru/kolomna/found/cat/rf1089337,rf1089337,найден,Kolomna,ищут хозяина,кошка,"пятнышко, белое",Неизвестно,"улица Октябрьской Революции, Коломна","вс, 19.10.2025",Мужской,Неизвестно,"Дымчатый окрас, молодой кот. В ошейнике на груди белое пятнышко. Охотно идет на контакт, ласковый",15,True,True,2,2,"пт, 17.10.2025",True
https://pet911.ru/reutov/found/cat/rf1092032,rf1092032,найден,Reutov,ищут хозяина,кошка,"серую, белая",домашняя,"проспект Мира, 21, Реутов","пт, 24.10.2025",Мужской,"2, год","Эту красавицу мы нашли 24 октября в Реутове, у дома по адресу: Проспект Мира, 21, 1 подъезд. Кошка явно домашняя — ухоженная, ласковая и очень общительная. Она молодая, ей около 2 лет. Шерстка благородного окраса: белая в серую полоску. Сама кошка чуть больше средних размеров. Она очень скучает и ищет своих хозяев! Возможно, она просто потерялась и не может найти дорогу домой. Возможно, вы сможете стать ее новым членом семьи. Если это ваша кошка или вы можете помочь с передержкой/поиском хозяев, забрать кошку себе — пожалуйста, срочно свяжитесь с нами!",90,True,True,1,5,"пн, 20.10.2025",True
https://pet911.ru/moskva/found/cat/rf1086285,rf1086285,найден,Moskva,ищут хозяина,кошка,Неизвестно,Неизвестно,"5, Венёвская улица, Гавриково, район Южное Бутово, Москва, Центральный федеральный округ, 117642, Россия","пн, 13.10.2025",Неизвестно,Неизвестно,"Найден кот или кошка. Окрас черепаховый. Ул.Веневская, д.5. П.3",9,True,True,1,3,"пн, 13.10.2025",True
https://pet911.ru/kolomna/found/dog/rf1095323,rf1095323,найден,Kolomna,ищут хозяина,собака,Неизвестно,Неизвестно,"площадь Восстания, Коломна","чт, 30.10.2025",Неизвестно,Неизвестно,"Бедняга лежит около вокзала, есть ошейник. Не агрессивная, уставшая и грустная. Хозяин потеряшки, найдись!",14,True,True,2,2,"чт, 30.10.2025",True
https://pet911.ru/moskva/found/cat/rf1091201,rf1091201,найден,Moskva,ищут хозяина,кошка,черный,Неизвестно,"Ярославская улица, 10 к4, Москва","чт, 23.10.2025",Женский,Неизвестно,"Найдена кошечка. Окрас весь черный. Пушистая, чистая, ласковая, ручная. Глаза оранжевые, возраст примерно около двух лет. Обнаружена в 23:30 возле магазин Пятерочка. По внешнему виду только в этот день убежала. Вся чистая. Пока держим в подъезде. Очень ждём её хозяев. Телефон 89151815701 Татьяна",43,True,True,4,4,"вт, 21.10.2025",True
https://pet911.ru/moskva/found/cat/rf1092641,rf1092641,найден,Moskva,ищут хозяина,кошка,"рыже-белая, белая",домашняя,"улица Полины Осипенко, 2, Москва","вс, 26.10.2025",Женский,Неизвестно,"Найдена ласковая рыже-белая кошечка в сером ошейнике. Когти не отстрижены, адресника не было, кошка мокла под дождем и запрыгивала на руки, оставили у себя. Кошка явно домашняя, возможно потерялась и ее ждут дома. Ищем старых хозяев, если семья кошки не найдется, с радостью оставим ее у себя. Если знаете, чья кошечка, пишите в WA или смс.",56,True,True,2,16,"сб, 25.10.2025",True
https://pet911.ru/kolomna/found/cat/rf1091587,rf1091587,найден,Kolomna,ищут хозяина,кошка,Неизвестно,Неизвестно,"Колычевский проезд, Коломна","чт, 23.10.2025",Женский,Неизвестно,,0,False,True,2,1,"пн, 20.10.2025",True
https://pet911.ru/moskva/found/dog/rf1089835,rf1089835,найден,Moskva,ищут хозяина,собака,Неизвестно,Неизвестно,"Севастопольский проспект, 7 к1, Москва","пн, 20.10.2025",Неизвестно,Неизвестно,"Светлая с рыжими пятнами,с ошейником и поводком",7,True,True,7,4,"пн, 20.10.2025",True
https://pet911.ru/moskva/found/dog/rf1087925,rf1087925,найден,Moskva,ищут хозяина,собака,Неизвестно,Неизвестно,"улица Брянский Пост, 10, Москва","чт, 16.10.2025",Неизвестно,Неизвестно,"Ехала одна в электричке в сторону Лобни, фото было сделано на станции Беговая в 21.45",15,True,True,1,3,"чт, 16.10.2025",True
https://pet911.ru/found/dog/rf1094094,rf1094094,найден,,ищут хозяина,собака,Неизвестно,Неизвестно,"4-я Западная улица, Московская область","вт, 28.10.2025",Женский,Неизвестно,"Коротконогая лопоухая молодая собака. С поводком-рулеткой, в простом кожаном и противоблошином ошейниках. Была привязана к кустам между СНТ Лесное и полем. Мы увидели в 13 часов, вернулись в 16 - её никто не забрал. Шел дождь с ночи, а трава под ней сухая. Пугливая, повела нас к станции ""43 км"". Очень стрессует, возможно, простужена. Хозяева, найдитесь!",56,True,True,3,4,"вт, 28.10.2025",True
https://pet911.ru/chernogolovka/found/dog/rf1095195,rf1095195,найден,Chernogolovka,ищут хозяина,собака,Неизвестно,Неизвестно,"Институтский проспект, 4, Черноголовка","чт, 30.10.2025",Неизвестно,Неизвестно,"У ЗАГСа бегала такая собака с ошейником, хозяина рядом не было. Возможно потерялась, помогите найти хозяина, пожалуйста",17,True,True,3,4,"чт, 30.10.2025",True
https://pet911.ru/moskva/found/cat/rf1087014,rf1087014,найден,Moskva,ищут хозяина,кошка,Неизвестно,Неизвестно,"район Троицк, Москва","ср, 15.10.2025",Мужской,Неизвестно,"В середине лета стал появляться иногда, сейчас постоянно приходит. Крупный, нагловатый молодой и абсолютно здоровый на вид кот Глаза зелёные яркие, узко посажены. Возможно пришел к кошке, которая была в доме с течкой и потерялся",35,True,True,5,11,"ср, 15.10.2025",True
https://pet911.ru/moskva/found/dog/rf1090501,rf1090501,найден,Moskva,ищут хозяина,собака,Неизвестно,Неизвестно,"Тимирязевская улица, Москва","вт, 21.10.2025",Женский,Неизвестно,"Собака, дворняжка, бежевого окраса, хвост колечком. Ошейник цвета хаки. Собака придержана",11,True,True,3,4,"вс, 19.10.2025",True
https://pet911.ru/pushkino/found/dog/rf1092070,rf1092070,найден,Pushkino,ищут хозяина,собака,рыжая,Неизвестно,"Горьковская улица, 24, Пушкино","пт, 24.10.2025",Мужской,Неизвестно,Рыжая пушистая шерсть чау чау кажется мальчик,7,True,True,2,3,"пт, 24.10.2025",True
https://pet911.ru/moskva/found/cat/rf1093160,rf1093160,найден,Moskva,ищут хозяина,кошка,рыжий,Неизвестно,"Большой Тишинский переулок, 43, Москва","вс, 26.10.2025",Неизвестно,Неизвестно,"Рыжий кот/кошка,видно что молодой и домашний",6,True,True,1,3,"вс, 26.10.2025",True
https://pet911.ru/lyubertsy/found/dog/rf1089608,rf1089608,найден,Lyubertsy,хозяин найден,собака,черная,домашняя,"Инициативная улица, 5, Люберцы","пн, 20.10.2025",Мужской,"сегодня утром около станции люберцы 1 ходит черная собака, кобель","Найдена собака, без ошейника. Сегодня утром около станции Люберцы 1 ходит черная собака, кобель. Очевидно, домашняя, но без хозяина. Не агрессивная, но очень приставучая к собакам. Ходит сейчас по району. Хозяин найдись или если кто- то владеет какими нибудь данными о хозяине свяжитесь, пожалуйста!",44,True,True,3,3,"пн, 20.10.2025",True
https://pet911.ru/moskva/found/dog/rf1094509,rf1094509,найден,Moskva,ищут хозяина,собака,Неизвестно,Неизвестно,"Поречная улица, Москва","ср, 29.10.2025",Неизвестно,"замечена собака с ошейником, бродила в парке 850-летия москвы, увидела из окна тц мари темный окрас, средний размер","Замечена собака с ошейником, бродила в парке 850-летия Москвы, увидела из окна ТЦ Мари Темный окрас, средний размер",18,True,True,3,4,"ср, 29.10.2025",True
https://pet911.ru/konobeyevo-voskresensky/found/dog/rf1094177,rf1094177,найден,Konobeyevo Voskresensky,ищут хозяина,собака,Неизвестно,Неизвестно,"Школьная улица, Конобеево","вт, 28.10.2025",Неизвестно,Неизвестно,"С ошейником, не агрессивная, очень голодная, умные глаза, вообще похоже умная, похожа на смесь овчарки с ньюфаундленом, бродит тут несеолько дней",21,True,True,2,5,"вт, 28.10.2025",True
https://pet911.ru/moskva/found/cat/rf1083592,rf1083592,найден,Moskva,ищут хозяина,кошка,Неизвестно,Неизвестно,"проезд Комсомольской Площади, Москва","чт, 09.10.2025",Неизвестно,Неизвестно,"Рыжик котик, добрый и ласковый, сразу видно домашний, ухоженный. Ждет своего хозяина",12,True,True,2,3,"чт, 09.10.2025",True
https://pet911.ru/lyubertsy/found/cat/rf1084057,rf1084057,найден,Lyubertsy,хозяин найден,кошка,Неизвестно,домашняя,"улица Гоголя, 8, Люберцы","пт, 10.10.2025",Неизвестно,Неизвестно,"Похож(-а) на породу Невская маскарадная. Глаза голубые. Сидела недалеко от подъезда. Домашняя, не агрессивная.",14,True,True,2,2,"чт, 09.10.2025",True
https://pet911.ru/moskva/found/dog/rf1093090,rf1093090,найден,Moskva,хозяин найден,собака,Неизвестно,Неизвестно,"Карачаровское шоссе, Москва","вс, 26.10.2025",Мужской,Неизвестно,"Кабель Джек Рассел, с клеймом. Бегал без ошейника по дороге, лаял на собак. Не смогли пройти мимо и взяли домой. Надеюсь хозяева скоро найдутся, т. К песик очень по ним скучает!!!!",31,True,True,3,0,"вс, 26.10.2025",True
https://pet911.ru/odintsovo/found/dog/rf1092243,rf1092243,найден,Odintsovo,ищут хозяина,собака,Неизвестно,Неизвестно,"Северная улица, Одинцово","сб, 25.10.2025",Неизвестно,Неизвестно,"Второе утро подряд щенок бегает в этом районе, дружелюбный. Есть ошейник, но qr код не активирован",16,True,True,2,3,"сб, 25.10.2025",True
https://pet911.ru/kotelniki/found/dog/rf1083280,rf1083280,найден,Kotelniki,ищут хозяина,собака,коричневый,Неизвестно,"Сосновая улица, Котельники","ср, 08.10.2025",Мужской,Неизвестно,"Коричневый кобель спина темнее лапы светлее, 2 ошейника (кожаный с брелоком и от блох) приехал в метро на станцию Котельники и бегал в близлежащем лесу",25,True,True,2,3,"ср, 08.10.2025",True
https://pet911.ru/zelenograd/found/dog/rf1084951,rf1084951,найден,Zelenograd,ищут хозяина,собака,рыжая,Неизвестно,"Крюковская площадь, с2, Зеленоград","сб, 11.10.2025",Мужской,Неизвестно,"Рыжая, в трикотажной зелёной кофте",5,True,True,1,4,"сб, 11.10.2025",True
https://pet911.ru/krasnogorsk/found/dog/rf1091944,rf1091944,найден,Krasnogorsk,хозяин найден,собака,Неизвестно,Неизвестно,"Павшинский бульвар, 11, Красногорск","пт, 24.10.2025",Неизвестно,Неизвестно,"Найден Кинг Чарльз спаниель по адресу Павшинский бульвар дом 11, без амуниции. Придержан - 89266028411 Анна",16,True,True,1,3,"пт, 24.10.2025",True
https://pet911.ru/moskva/found/dog/rf1082300,rf1082300,найден,Moskva,ищут хозяина,собака,белый,Неизвестно,"Зеленоградская улица, 21 к1 с2, Москва","пн, 06.10.2025",Женский,"окрас полностью белый, девочка месяца 4, может больше, глаза голубые, общительная","Окрас полностью белый, девочка месяца 4, может больше, глаза голубые, общительная",11,True,True,1,3,"пн, 06.10.2025",True
https://pet911.ru/moskovskaya-oblast/found/dog/rf1091164,rf1091164,найден,Moskovskaya Oblast,ищут хозяина,собака,"чёрная, пятнышко, белое",Неизвестно,Московская область,"чт, 23.10.2025",Женский,Неизвестно,"Найдена собака! Болтино, Погорелки, Мытищи, Московская область Девочка, чёрная шерсть, похожа на немецкую овчарку, из отметин: белое пятнышко на груди 23.10.2025 в 8 часов утра Бегала по проезжей части в районе пересечения Осташковского шоссе и Мытищинской хорды (в районе деревни Погорелки) Сейчас на передержке в деревне Подрезово, ест и пьёт хорошо, очень хочет домой Звонить: +79778623433",56,True,True,2,5,"чт, 23.10.2025",True
https://pet911.ru/saburovo/found/dog/rf1095126,rf1095126,найден,Saburovo,ищут хозяина,собака,Неизвестно,Неизвестно,"Звёздная улица, 29, Сабурово","чт, 30.10.2025",Неизвестно,Неизвестно,Бордер коли,2,True,True,2,1,"чт, 30.10.2025",True
https://pet911.ru/found/cat/rf1083502,rf1083502,найден,,ищут хозяина,кошка,белый,Неизвестно,"Старая Кашира, Московская область","ср, 08.10.2025",Мужской,Неизвестно,"Белый котик, очень дружелюбный, видно, что домашний, приучен к лотку.",10,True,True,1,3,"пн, 06.10.2025",True
https://pet911.ru/novopodrezkovo-moskva-i-moskovskaya-obl/found/dog/rf1086983,rf1086983,найден,Novopodrezkovo Moskva I Moskovskaya Obl,хозяин найден,собака,белый,шпиц,"Ленинградское шоссе, 242, Новоподрезково","ср, 15.10.2025",Мужской,Неизвестно,Белый шпиц без ошейника кабель,5,True,True,3,6,"вт, 14.10.2025",True
https://pet911.ru/khimki/found/cat/rf1082514,rf1082514,найден,Khimki,ищут хозяина,кошка,"черная, серый",Неизвестно,"Юбилейный проспект, 5А, Химки","вт, 07.10.2025",Неизвестно,Неизвестно,"Абсолютно черная, сильно виляла хвостом. Уши средни, не длинные но и не маленькие, глаза зелёные, зрачок круглый. Ошейник серый, тонкий, рельефный с маленькими шипами спереди.",25,True,True,1,3,"вт, 07.10.2025",True
https://pet911.ru/romashkovo/found/cat/rf1089104,rf1089104,найден,Romashkovo,ищут хозяина,кошка,Неизвестно,Неизвестно,"улица Ноздрюхина, 7, Ромашково","вс, 19.10.2025",Неизвестно,Неизвестно,"Обнаружен кот, подробности на фото",5,True,True,2,3,"вс, 19.10.2025",True
https://pet911.ru/moskva/lost/cat/rf1076197,rf1076197,найден,Moskva,ищут хозяина,кошка,белый,Неизвестно,"Енисейская улица, 16/21, Москва","чт, 25.09.2025",Мужской,Неизвестно,"Окрас: белый с серыми полосками, есть ошейник лимонного цвета, зелёные глаза. На вид он уже взрослый кот. Порода шотландская примоухий.",20,True,True,1,4,Неизвестно,True
https://pet911.ru/naro-fominsk/lost/dog/rf1093878,rf1093878,найден,Naro Fominsk,ищут хозяина,собака,серый,Неизвестно,"Зелёный переулок, 6, Наро-Фоминск","вт, 28.10.2025",Мужской,Неизвестно,"Убежал с участка, крупный мохнатый серый пёс. Очень пугливый, не ловить, не звать. Если увидите, позвоните, пожалуйста",17,True,True,2,7,Неизвестно,True
https://pet911.ru/semivragi/found/dog/rf1092967,rf1092967,найден,Semivragi,ищут хозяина,собака,Неизвестно,Неизвестно,"46Н-01576, Семивраги","вс, 26.10.2025",Неизвестно,Неизвестно,"Нашли собаку около дороги, где-то пять метров от нее, собака не встает, не передвигается, уже два дня лежит на одном месте, ест, но не пьет. Задняя лапа повреждена. Собака не агрессивная, без ошейника. Выглядит ухоженно, когти пострижены, шерсть гладкая.",39,True,True,2,6,"вс, 26.10.2025",True
https://pet911.ru/moskva/found/dog/rf1084509,rf1084509,найден,Moskva,ищут хозяина,собака,Неизвестно,домашняя,"улица Молостовых, Москва","пт, 10.10.2025",Неизвестно,Неизвестно,"10.10.2025 м. Новогиреево, молостовых, забежала в подъезд собака, выглядит упитанной и как будто домашняя . В ухе бирка. Возможно вывез отлов, с утра бегает по району, перемещается очень быстро",29,True,True,1,5,"пт, 10.10.2025",True
https://pet911.ru/zvenigorod/found/dog/rf1093461,rf1093461,найден,Zvenigorod,ищут хозяина,собака,рыжий,Неизвестно,"Красная улица, 4, Звенигород","пн, 27.10.2025",Неизвестно,Неизвестно,"Похож на спаниеля, шоколадно-рыжий цвет, щечки беленькие немного. Искал еду на помойке возле суда. Почтовая улица, Красная улица, пересечение, видели сейчас, в 15 часов 27 октября",26,True,True,2,3,"пн, 27.10.2025",True
https://pet911.ru/found/dog/rf1085041,rf1085041,найден,,хозяин найден,собака,Неизвестно,Неизвестно,"Салтыково, Московская область","сб, 11.10.2025",Женский,Неизвестно,,0,False,True,2,3,"сб, 11.10.2025",True
https://pet911.ru/dolgoprudny/found/dog/rf1090467,rf1090467,найден,Dolgoprudny,ищут хозяина,собака,"рыжий, белая",Неизвестно,"Станционная улица, 1А, Долгопрудный","вт, 21.10.2025",Мужской,Неизвестно,"Рыжий спаниель, кобель, бегает около месяца, на носу белая проточина, брезентовый ошейник, пугливый!",13,True,True,2,3,"вт, 21.10.2025",True
https://pet911.ru/moskva/found/cat/rf1095055,rf1095055,найден,Moskva,ищут хозяина,кошка,Неизвестно,Неизвестно,"Лесная улица, Москва","чт, 30.10.2025",Женский,Неизвестно,Трёх шорстнай прибежала к двери очень пугливая на руки не берётся царапается,12,True,True,1,3,"чт, 30.10.2025",True
https://pet911.ru/moskva/found/dog/rf1088390,rf1088390,найден,Moskva,ищут хозяина,собака,Неизвестно,Неизвестно,"Лужнецкая набережная, 2/4 с4, Москва","пт, 17.10.2025",Мужской,Неизвестно,Замечена собака. Кобель. На правом ухе чип желтого цвета. Очень сообразительный. Смело заходит в помещения. В течении этой недели был замечен в разных местах района Хамовники. Собака не придержана.,29,True,True,4,3,"ср, 15.10.2025",True
https://pet911.ru/korolev/found/bird/rf1087904,rf1087904,найден,,ищут хозяина,птица,Неизвестно,Неизвестно,"Тарасовская улица, Королёв","чт, 16.10.2025",Неизвестно,Неизвестно,Есть бирка,2,True,True,1,1,"чт, 16.10.2025",True
https://pet911.ru/moskva/found/dog/rf1093772,rf1093772,найден,Moskva,ищут хозяина,собака,Неизвестно,Неизвестно,"улица Москворечье, 19 к2 с2, Москва","вт, 28.10.2025",Мужской,Неизвестно,"Стаффорд, мальчик",2,True,True,5,1,"пн, 27.10.2025",True
https://pet911.ru/moskva/found/dog/rf1092962,rf1092962,найден,Moskva,ищут хозяина,собака,Неизвестно,Неизвестно,"Елецкая улица, Москва","вс, 26.10.2025",Мужской,Неизвестно,Кобель породы Русский охотничий спаниель. Был с ошейником.,8,True,True,2,3,"вс, 26.10.2025",True
https://pet911.ru/losino-petrovsky/found/dog/rf1094802,rf1094802,найден,Losino Petrovsky,хозяин найден,собака,Неизвестно,Неизвестно,"улица Кирова, Лосино-Петровский, городской округ Лосино-Петровский, Московская область, Центральный федеральный округ, 141151, Россия","ср, 29.10.2025",Неизвестно,Неизвестно,Лосино-Петровский Добрый вечер! В районе ул. Кирова видели прямо сейчас (29.10 в 21:20) маленькую собаку в комбинезоне. Без поводка и хозяина. Пошла к сберу,24,True,False,0,3,"ср, 29.10.2025",True
